surface,tourney_date,winner_id,loser_id,score,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2,20190506,104745,104527,6-1 6-2,3,2,7765,34,1230
2,20190506,104925,104871,6-1 7-6(2),3,1,11160,47,970
2,20190506,105227,111513,4-6 6-3 6-2,3,11,2845,32,1246
2,20190506,103819,104792,6-0 4-6 7-6(3),3,3,5590,18,1920
2,20190506,106233,104926,6-4 7-5,3,5,5085,12,2840
2,20190506,126774,104269,6-3 6-4,3,9,3190,38,1155
2,20190506,100644,128034,3-6 6-4 6-4,3,4,5565,52,932
2,20190506,104527,105453,6-3 7-6(3),3,34,1230,7,3780
2,20190506,104745,126207,6-3 6-4,3,2,7765,37,1185
2,20190506,104925,126203,6-4 6-2,3,1,11160,57,900
2,20190506,104871,106043,6-1 6-2,3,47,970,25,1485
2,20190506,105227,105526,4-6 6-3 6-4,3,11,2845,49,965
2,20190506,111513,105223,6-3 2-6 7-5,3,32,1246,8,3225
2,20190506,103819,104755,6-2 6-3,3,3,5590,39,1105
2,20190506,104792,105916,1-6 6-4 6-2,3,18,1920,36,1205
2,20190506,104926,105357,6-2 6-2,3,12,2840,48,965
2,20190506,106233,124187,6-7(2) 6-3 1-0 RET,3,5,5085,58,877
2,20190506,126774,105173,6-2 7-5,3,9,3190,56,915
2,20190506,104269,111575,6-7(4) 6-1 7-5,3,38,1155,13,2685
2,20190506,128034,106298,7-5 6-1,3,52,932,28,1385
2,20190506,100644,103970,6-4 6-1,3,4,5565,144,400
2,20190506,105453,106198,7-5 7-5,3,7,3780,109,538
2,20190506,104527,105550,6-3 6-4,3,34,1230,26,1470
2,20190506,126207,104259,6-4 3-6 6-3,3,37,1185,50,940
2,20190506,104745,200000,6-3 6-3,3,2,7765,30,1319
2,20190506,126203,105777,7-6(8) 7-6(4),3,57,900,46,985
2,20190506,104871,105077,6-2 4-6 7-5,3,47,970,85,645
2,20190506,106043,106065,6-0 4-6 6-1,3,25,1485,19,1875
2,20190506,105227,105373,6-4 2-6 7-6(0),3,11,2845,61,848
2,20190506,105526,106401,7-6(4) 6-4,3,49,965,35,1215
2,20190506,111513,105583,6-4 6-4,3,32,1246,24,1511
2,20190506,104755,200221,7-5 7-6(5),3,39,1105,127,428
2,20190506,105916,105676,6-4 7-5,3,36,1205,23,1540
2,20190506,104792,104312,6-3 6-1,3,18,1920,67,775
2,20190506,104926,106378,6-4 6-3,3,12,2840,22,1575
2,20190506,105357,105449,7-6(5) 7-6(5),3,48,965,59,875
2,20190506,124187,105807,7-6(5) 6-4,3,58,877,42,1030
2,20190506,105173,105311,7-5 5-7 6-1,3,56,915,75,717
2,20190506,104269,105430,6-2 3-6 6-1,3,38,1155,44,1016
2,20190506,111575,144719,6-4 6-7(5) 6-3,3,13,2685,55,920
2,20190506,106298,106432,6-3 7-5,3,28,1385,15,2525
2,20190506,128034,200282,6-3 6-4,3,52,932,27,1439
2,20190506,103970,105138,6-4 4-6 6-4,3,144,400,21,1680
2,20190506,106198,104468,4-6 6-1 7-6(4),3,109,538,29,1385
2,20190506,104527,105732,6-2 6-3,3,34,1230,41,1038
2,20190506,105550,106421,6-2 1-6 6-3,3,26,1470,14,2625
2,20190506,126207,105932,6-7(8) 6-3 6-4,3,37,1185,17,1930
2,20190506,104259,105062,6-2 7-6(5),3,50,940,40,1050
2,20190506,200000,133430,6-2 7-6(7),3,30,1319,20,1820
2,20190513,104745,104925,6-0 4-6 6-1,3,2,7945,1,12115
2,20190513,104925,106043,6-3 6-7(2) 6-3,3,1,12115,24,1440
2,20190513,104745,126774,6-3 6-4,3,2,7945,7,3790
2,20190513,104925,105223,4-6 7-6(6) 6-4,3,1,12115,9,3145
2,20190513,106043,105453,6-4 6-2,3,24,1440,6,3860
2,20190513,126774,103819,W/O,3,7,3790,3,5770
2,20190513,104745,104269,6-4 6-0,3,2,7945,38,1200
2,20190513,104925,104259,6-3 6-0,3,1,12115,56,895
2,20190513,105223,134770,6-4 6-4,3,9,3145,76,695
2,20190513,106043,126610,6-3 6-4,3,24,1440,33,1275
2,20190513,105453,105526,3-6 7-6(2) 6-3,3,6,3860,51,965
2,20190513,126774,104926,6-4 6-3,3,7,3790,12,2920
2,20190513,103819,106432,2-6 6-4 7-6(7),3,3,5770,15,2445
2,20190513,104269,111575,7-5 3-6 6-3,3,38,1200,13,2720
2,20190513,104745,105932,6-1 6-0,3,2,7945,18,1905
2,20190513,104925,133430,6-1 6-3,3,1,12115,22,1470
2,20190513,104259,106065,6-3 6-3,3,56,895,19,1840
2,20190513,134770,106401,6-3 6-7(5) 2-1 Def.,3,76,695,36,1225
2,20190513,105223,105676,6-4 6-2,3,9,3145,23,1460
2,20190513,126610,100644,7-5 7-5,3,33,1275,5,4745
2,20190513,106043,105077,7-6(5) 6-1,3,24,1440,88,635
2,20190513,105526,105227,6-2 6-3,3,51,965,10,3025
2,20190513,105453,126203,6-2 6-4,3,6,3860,52,954
2,20190513,126774,206173,6-3 6-2,3,7,3790,263,170
2,20190513,104926,105430,7-6(6) 6-3,3,12,2920,44,1006
2,20190513,106432,111815,6-2 6-2,3,15,2445,45,995
2,20190513,103819,105311,6-4 6-3,3,3,5770,72,717
2,20190513,104269,106233,4-6 6-4 7-5,3,38,1200,4,4845
2,20190513,111575,105138,5-7 6-4 6-2,3,13,2720,20,1645
2,20190513,105932,111513,7-5 6-4,3,18,1905,32,1281
2,20190513,104745,104871,6-0 6-1,3,2,7945,42,1040
2,20190513,133430,105807,6-3 7-6(5),3,22,1470,43,1030
2,20190513,104259,104468,6-2 3-6 6-3,3,56,895,28,1375
2,20190513,106065,200282,4-6 6-3 6-1,3,19,1840,26,1420
2,20190513,106401,106421,6-3 3-6 6-3,3,36,1225,14,2625
2,20190513,134770,105554,7-5 0-6 6-3,3,76,695,83,656
2,20190513,105676,104527,4-6 6-0 6-2,3,23,1460,29,1365
2,20190513,126610,106298,6-2 6-4,3,33,1275,25,1420
2,20190513,106043,106415,6-1 6-4,3,24,1440,75,706
2,20190513,105077,104792,6-3 6-1,3,88,635,16,1965
2,20190513,105227,109640,6-1 7-5,3,10,3025,416,28
2,20190513,105526,105777,6-4 6-7(5) 6-3,3,51,965,48,985
2,20190513,126203,105550,6-3 6-4,3,52,954,21,1495
2,20190513,206173,105449,1-6 6-1 7-5,3,263,170,59,885
2,20190513,105430,105332,6-3 6-2,3,44,1006,46,993
2,20190513,104926,104542,6-3 6-4,3,12,2920,92,623
2,20190513,106432,200000,6-7(4) 6-3 6-4,3,15,2445,30,1349
2,20190513,111815,105357,3-6 6-3 6-4,3,45,995,57,885
2,20190513,105311,126207,6-3 6-7(3) 7-6(4),3,72,717,34,1255
2,20190513,104269,106378,4-6 6-4 6-2,3,38,1200,27,1405
2,20190513,105138,104312,6-1 3-6 6-1,3,20,1645,65,785
2,20190513,111575,132283,6-3 6-7(1) 6-3,3,13,2720,67,774
2,20190513,105932,105916,6-1 7-6(2),3,18,1905,37,1205
2,20190513,111513,105062,6-3 6-4,3,32,1281,47,990
2,20190513,104871,104755,6-1 4-6 6-3,3,42,1040,39,1105
2,20190520,100644,111797,6-3 3-6 7-6(8),3,5,4155,75,705
2,20190520,100644,105643,7-5 6-7(6) 6-3,3,5,4155,84,641
2,20190520,111797,105430,6-3 6-4,3,75,705,45,1031
2,20190520,100644,106198,7-5 3-6 6-3,3,5,4155,92,613
2,20190520,105643,105077,7-6(5) 7-5,3,84,641,91,615
2,20190520,111797,106121,6-1 7-5,3,75,705,107,534
2,20190520,105430,106000,6-3 7-5,3,45,1031,57,856
2,20190520,100644,105208,6-2 6-1,3,5,4155,80,667
2,20190520,106198,104386,7-6(3) 6-3,3,92,613,317,95
2,20190520,105643,105916,6-4 6-2,3,84,641,38,1170
2,20190520,105077,105311,6-0 6-3,3,91,615,70,746
2,20190520,111797,106045,6-3 6-3,3,75,705,79,671
2,20190520,106121,106426,6-2 4-6 6-4,3,107,534,37,1201
2,20190520,105430,106228,6-1 6-7(3) 6-4,3,45,1031,78,685
2,20190520,106000,104527,3-6 6-3 6-4,3,57,856,27,1365
2,20190520,105208,106415,6-2 7-6(7),3,80,667,71,741
2,20190520,104386,105376,7-5 7-5,3,317,95,96,595
2,20190520,106198,104312,6-1 3-6 6-4,3,92,613,66,795
2,20190520,105643,105777,1-6 6-4 6-2,3,84,641,47,985
2,20190520,105311,104919,6-2 6-7(6) 6-4,3,70,746,68,770
2,20190520,105077,105173,6-7(2) 6-3 6-2,3,91,615,49,976
2,20190520,111797,105051,6-2 7-6(4),3,75,705,64,806
2,20190520,106045,111442,5-7 6-2 6-4,3,79,671,69,757
2,20190520,106121,126523,6-4 4-6 6-3,3,107,534,238,209
2,20190520,105430,132283,7-6(6) 7-6(3),3,45,1031,73,729
2,20190520,106228,104999,6-4 6-4,3,78,685,103,570
2,20190520,106000,103852,6-7(2) 6-4 7-5,3,57,856,108,530
2,20190520,105332,200000,6-4 6-3,3,51,938,28,1344
2,20190520,200000,105932,2-6 7-6(3) 6-4,3,28,1344,18,1925
2,20190520,105332,126203,6-4 6-2,3,51,938,46,1010
2,20190520,105932,104542,6-4 6-4,3,18,1925,85,633
2,20190520,200000,105449,6-4 2-6 6-4,3,28,1344,59,850
2,20190520,105332,133430,6-3 4-6 7-6(4),3,51,938,23,1425
2,20190520,126203,105138,6-7(6) 6-3 6-4,3,46,1010,21,1690
2,20190520,105932,106137,7-5 7-5,3,18,1925,270,153
2,20190520,104542,105731,3-6 7-6(2) 6-3,3,85,633,262,165
2,20190520,200000,105357,7-6(3) 7-5,3,28,1344,55,875
2,20190520,105449,105732,7-6(6) 5-7 6-1,3,59,850,42,1053
2,20190520,105332,104655,6-4 6-3,3,51,938,50,963
2,20190520,133430,200005,2-6 7-6(3) 6-2,3,23,1425,61,823
2,20190520,126203,104755,W/O,3,46,1010,39,1105
2,20190520,105138,144895,4-6 6-4 6-3,3,21,1690,117,495
2,20190520,106137,206173,6-0 7-6(5),3,270,153,229,215
2,20190520,105731,106071,6-4 4-1 RET,3,262,165,82,665
2,20190520,104542,105583,7-6(4) 6-4,3,85,633,33,1316
2,20190520,105357,104665,6-1 6-3,3,55,875,93,608
2,20190520,105449,144750,6-2 7-6(2),3,59,850,89,617
2,20190520,105732,104871,6-2 7-5,3,42,1053,40,1065
2,20190520,104655,128034,6-4 6-4,3,50,963,43,1040
2,20190520,105332,111456,3-6 7-6(5) 6-1,3,51,938,65,796
2,20190520,200005,111815,6-1 6-3,3,61,823,41,1055
2,20190520,104755,126125,6-7(5) 6-2 7-6(2),3,39,1105,199,263
2,20190520,126203,106210,7-5 7-6(3),3,46,1010,105,543
2,20190520,144895,124187,6-3 2-6 7-6(10),3,117,495,58,853
2,20190527,104925,128034,6-4 6-2 6-2,5,1,12355,44,1040
2,20190527,105967,124079,6-1 6-0 7-6(4),5,104,548,134,418
2,20190527,106099,144719,7-5 4-6 6-3 6-3,5,147,388,53,900
2,20190527,104468,104660,6-3 6-3 6-4,5,33,1235,111,512
2,20190527,105526,133430,7-6(1) 6-3 6-4,5,45,1035,24,1425
2,20190527,105430,105815,7-6(3) 7-6(1) 3-6 6-1,5,40,1101,100,574
2,20190527,144750,104586,6-1 4-6 2-6 6-1 6-2,5,90,617,149,385
2,20190527,106432,105379,6-1 6-7(7) 6-4 6-4,5,15,2525,95,595
2,20190527,104926,104312,6-3 6-0 3-6 6-3,5,12,2785,71,750
2,20190527,105643,104198,6-1 3-6 6-3 6-2,5,75,731,136,416
2,20190527,126203,106071,6-1 6-4 6-1,5,42,1055,84,665
2,20190527,105138,105449,6-3 6-4 6-2,5,21,1690,65,805
2,20190527,105583,106329,6-3 6-4 6-4,5,35,1226,112,509
2,20190527,200611,111815,6-3 6-0 6-2,5,273,151,49,975
2,20190527,144707,105641,6-0 6-3 7-6(5),5,148,386,183,278
2,20190527,100644,105357,7-6(4) 6-3 2-6 6-7(7) 6-3,5,5,4360,56,875
2,20190527,106233,126205,6-4 4-6 7-6(5) 6-2,5,4,4685,131,421
2,20190527,122330,200484,7-5 6-7(7) 6-1 7-6(2),5,91,616,173,292
2,20190527,104655,126125,6-4 6-4 6-2,5,47,983,190,269
2,20190527,106378,104871,7-6(1) 5-7 6-4 4-6 7-5,5,30,1325,41,1065
2,20190527,104269,105554,6-3 6-7(7) 6-3 6-2,5,27,1370,80,678
2,20190527,126156,106000,6-4 0-6 7-6(5) 6-3,5,146,388,52,913
2,20190527,105173,105882,6-7(7) 6-3 3-6 6-2 6-2,5,48,976,119,483
2,20190527,104792,106121,6-0 6-4 6-1,5,17,1965,103,569
2,20190527,111575,105649,6-1 6-1 6-4,5,11,2800,,
2,20190527,106296,105051,6-3 5-7 7-5 6-1,5,127,438,64,806
2,20190527,105373,105062,3-6 5-7 6-4 6-2 6-3,5,55,883,51,955
2,20190527,106298,104620,6-3 6-4 7-5,5,26,1385,187,272
2,20190527,111442,200221,6-3 6-2 7-6(3),5,69,757,133,418
2,20190527,103333,103852,7-6(4) 7-5 6-7(9) 7-5,5,94,599,108,530
2,20190527,106415,111456,6-7(9) 6-0 4-6 6-2 6-3,5,72,741,66,796
2,20190527,105223,111797,3-6 6-2 6-1 6-4,5,9,3235,58,855
2,20190527,126774,109739,6-2 6-2 7-6(4),5,6,4080,116,493
2,20190527,106198,105432,6-1 6-3 6-1,5,86,651,88,629
2,20190527,106148,124186,6-4 6-4 6-2,5,76,707,304,111
2,20190527,105936,126207,6-2 4-6 6-3 3-6 6-0,5,60,838,34,1230
2,20190527,104527,106075,6-1 6-7(7) 6-2 6-3,5,28,1365,132,420
2,20190527,106426,124187,7-6(0) 7-5 7-6(7),5,37,1201,59,853
2,20190527,105777,104386,6-3 6-0 3-6 6-7(7) 6-4,5,46,997,303,115
2,20190527,105227,105341,6-3 7-5 6-1,5,13,2710,96,592
2,20190527,103917,106065,2-6 6-7(8) 6-4 6-2 6-4,5,252,182,19,1840
2,20190527,104259,104898,6-4 6-4 6-7(7) 6-1,5,54,895,67,781
2,20190527,104919,106210,7-6(3) 6-3 6-0,5,68,770,105,546
2,20190527,106043,105916,6-3 3-6 7-6(7) 2-6 6-2,5,20,1755,50,965
2,20190527,126610,104665,6-7(7) 6-4 6-4 6-2,5,31,1320,93,602
2,20190527,134770,105208,6-2 7-6(2) 6-0,5,63,810,79,687
2,20190527,106214,104291,6-3 6-1 4-6 6-0,5,144,391,92,602
2,20190527,103819,132283,6-2 6-4 6-4,5,3,5950,74,732
2,20190527,105453,111460,6-2 6-3 6-4,5,7,3860,151,376
2,20190527,104542,105376,7-6(4) 6-1 4-6 6-3,5,82,670,121,465
2,20190527,200615,200005,3-6 6-3 7-6(10) 6-3,5,109,520,61,827
2,20190527,111513,105077,6-3 6-2 7-6(2),5,32,1314,87,640
2,20190527,200282,105614,6-1 6-4 6-4,5,25,1410,89,618
2,20190527,105807,105311,6-3 6-1 6-2,5,57,860,70,750
2,20190527,105332,105657,6-4 6-7(7) 6-0 6-1,5,38,1168,83,667
2,20190527,105732,106421,4-6 4-6 6-3 6-2 7-5,5,43,1053,14,2625
2,20190527,106228,105932,6-4 6-1 6-3,5,78,695,16,1970
2,20190527,104755,104999,6-3 6-4 6-3,5,39,1125,102,570
2,20190527,144895,106072,6-4 7-6(6) 6-4,5,110,515,212,234
2,20190527,105550,105819,7-6(2) 6-4 1-6 6-1,5,23,1460,101,572
2,20190527,105676,105575,6-0 6-2 6-2,5,29,1325,73,734
2,20190527,200175,106045,6-0 6-7(9) 5-7 6-3 6-4,5,85,656,81,675
2,20190527,120424,106293,7-6(0) 7-5 6-3,5,114,504,178,286
2,20190527,104745,105870,6-2 6-1 6-3,5,2,7945,180,284
2,20190527,104925,105967,6-1 6-4 6-3,5,1,12355,104,548
2,20190527,106099,104468,6-1 6-2 6-4,5,147,388,33,1235
2,20190527,105526,105430,7-6(2) 7-6(3) 6-7(7) 6-2,5,45,1035,40,1101
2,20190527,106432,144750,6-2 6-3 7-6(2),5,15,2525,90,617
2,20190527,104926,105643,6-4 3-6 6-3 6-3,5,12,2785,75,731
2,20190527,105138,126203,6-2 6-3 6-2,5,21,1690,42,1055
2,20190527,105583,200611,6-3 6-3 6-4,5,35,1226,273,151
2,20190527,100644,144707,6-1 6-3 7-6(3),5,5,4360,148,386
2,20190527,106233,122330,6-3 6-7(8) 6-3 7-5,5,4,4685,91,616
2,20190527,104655,106378,7-6(3) 6-3 2-1 RET,5,47,983,30,1325
2,20190527,126156,104269,6-4 3-6 7-6(5) 7-5,5,146,388,27,1370
2,20190527,104792,105173,6-3 6-4 6-4,5,17,1965,48,976
2,20190527,111575,106296,6-3 7-6(6) 0-6 7-5,5,11,2800,127,438
2,20190527,105373,106298,7-6(4) 2-6 6-3 3-6 9-7,5,55,883,26,1385
2,20190527,111442,103333,6-3 6-4 6-7(7) 6-3,5,69,757,94,599
2,20190527,105223,106415,5-7 6-4 6-2 6-7(7) 6-2,5,9,3235,72,741
2,20190527,126774,106198,4-6 6-0 6-3 7-5,5,6,4080,86,651
2,20190527,105936,106148,6-4 6-4 6-7(7) 3-6 8-6,5,60,838,76,707
2,20190527,104527,106426,6-1 6-4 6-0,5,28,1365,37,1201
2,20190527,105777,105227,6-7(7) 6-4 4-6 7-6(2) 6-3,5,46,997,13,2710
2,20190527,103917,104259,6-3 6-3 6-3,5,252,182,54,895
2,20190527,104919,106043,4-6 6-3 6-4 7-5,5,68,770,20,1755
2,20190527,134770,126610,6-4 7-5 6-3,5,63,810,31,1320
2,20190527,103819,106214,6-4 6-3 6-4,5,3,5950,144,391
2,20190527,105453,104542,4-6 6-4 6-4 6-4,5,7,3860,82,670
2,20190527,111513,200615,6-4 7-6(4) 6-4,5,32,1314,109,520
2,20190527,105807,200282,6-3 6-1 6-1,5,57,860,25,1410
2,20190527,105332,105732,6-2 6-2 5-7 6-7(8) 11-9,5,38,1168,43,1053
2,20190527,106228,104755,6-2 3-6 6-3 6-4,5,78,695,39,1125
2,20190527,144895,105550,6-3 6-1 2-6 7-5,5,110,515,23,1460
2,20190527,105676,200175,6-2 6-4 6-3,5,29,1325,85,656
2,20190527,104745,120424,6-1 6-2 6-4,5,2,7945,114,504
2,20190527,104925,106099,6-3 6-3 6-2,5,1,12355,147,388
2,20190527,105526,106432,4-6 6-1 4-6 7-6(1) 11-9,5,45,1035,15,2525
2,20190527,104926,105138,7-6(5) 6-4 4-6 6-1,5,12,2785,21,1690
2,20190527,100644,105583,6-4 6-2 4-6 1-6 6-2,5,5,4360,35,1226
2,20190527,106233,104655,6-3 4-6 6-2 7-5,5,4,4685,47,983
2,20190527,104792,126156,6-3 6-2 6-3,5,17,1965,146,388
2,20190527,111575,105373,6-1 6-4 6-3,5,11,2800,55,883
2,20190527,105223,111442,6-4 6-4 6-0,5,9,3235,69,757
2,20190527,126774,105936,7-5 6-3 6-7(7) 7-6(6),5,6,4080,60,838
2,20190527,104527,105777,7-6(5) 7-6(4) 7-6(8),5,28,1365,46,997
2,20190527,104919,103917,3-6 7-6(3) 6-4 7-6(3),5,68,770,252,182
2,20190527,103819,134770,6-3 6-1 7-6(8),5,3,5950,63,810
2,20190527,105453,111513,6-4 6-7(8) 6-3 4-6 8-6,5,7,3860,32,1314
2,20190527,105332,105807,6-2 4-6 7-6(1) 0-0 RET,5,38,1168,57,860
2,20190527,106228,144895,2-6 6-3 6-4 5-7 6-4,5,78,695,110,515
2,20190527,104745,105676,6-1 6-3 4-6 6-3,5,2,7945,29,1325
2,20190527,104925,105526,6-3 6-2 6-2,5,1,12355,45,1035
2,20190527,100644,104926,3-6 6-2 6-2 7-6(5),5,5,4360,12,2785
2,20190527,106233,104792,6-4 6-4 6-2,5,4,4685,17,1965
2,20190527,111575,105223,7-5 6-3 3-6 6-3,5,11,2800,9,3235
2,20190527,104527,126774,7-6(6) 5-7 6-4 3-6 8-6,5,28,1365,6,4080
2,20190527,103819,104919,6-2 6-3 6-3,5,3,5950,68,770
2,20190527,105453,105332,6-2 6-7(10) 6-2 6-7(10) 7-5,5,7,3860,38,1168
2,20190527,104745,106228,6-2 6-3 6-3,5,2,7945,78,695
2,20190527,104925,100644,7-5 6-2 6-2,5,1,12355,5,4360
2,20190527,106233,111575,6-2 6-4 6-2,5,4,4685,11,2800
2,20190527,103819,104527,7-6(4) 4-6 7-6(5) 6-4,5,3,5950,28,1365
2,20190527,104745,105453,6-1 6-1 6-3,5,2,7945,7,3860
2,20190527,106233,104925,6-2 3-6 7-5 5-7 7-5,5,4,4685,1,12355
2,20190527,104745,103819,6-3 6-4 6-2,5,2,7945,3,5950
2,20190527,104745,106233,6-3 5-7 6-1 6-1,5,2,7945,4,4685
4,20190610,105173,111442,7-6(7) 6-3,3,44,1011,62,837
4,20190610,111442,104755,7-5 6-3,3,62,837,42,1080
4,20190610,105173,106432,4-6 6-3 7-6(4),3,44,1011,14,2525
4,20190610,104755,111797,7-6(8) 6-4,3,42,1080,60,855
4,20190610,111442,200282,4-6 6-2 6-3,3,62,837,24,1410
4,20190610,105173,105676,4-6 7-5 6-3,3,44,1011,33,1235
4,20190610,106432,106426,6-7(4) 6-3 7-6(6),3,14,2525,32,1240
4,20190610,111797,126774,6-4 3-6 6-4,3,60,855,6,4215
4,20190610,104755,105062,6-4 6-3,3,42,1080,47,955
4,20190610,200282,104312,7-5 6-3,3,24,1410,72,750
4,20190610,111442,126207,6-3 6-2,3,62,837,35,1230
4,20190610,105676,105732,6-3 7-5,3,33,1235,45,1008
4,20190610,105173,104269,1-6 6-3 6-4,3,44,1011,34,1235
4,20190610,106426,104898,7-5 7-5,3,32,1240,67,781
4,20190610,106432,126203,4-6 6-3 6-3,3,14,2525,41,1090
4,20190610,111797,206173,7-6(4) 6-3,3,60,855,219,227
4,20190610,105062,132283,5-7 6-4 6-4,3,47,955,76,732
4,20190610,104755,105379,6-7(3) 7-6(5) 6-4,3,42,1080,93,595
4,20190610,104312,105341,7-6(10) 7-5,3,72,750,104,557
4,20190610,111442,126205,3-6 6-1 6-4,3,62,837,138,416
4,20190610,126207,105311,6-2 7-6(0),3,35,1230,71,750
4,20190610,105676,200221,6-0 6-2,3,33,1235,129,440
4,20190610,105732,105051,6-4 7-5,3,45,1008,66,786
4,20190610,105173,105217,6-2 6-1,3,44,1011,224,220
4,20190610,106426,106099,6-1 6-4,3,32,1240,122,456
4,20190610,104898,200005,5-7 7-6(2) 7-6(4),3,67,781,64,817
4,20190610,126203,200514,7-6(2) 6-4,3,41,1090,211,239
4,20190610,126610,200000,6-4 7-6(11),3,30,1275,21,1462
4,20190610,200000,105683,W/O,3,21,1462,18,1960
4,20190610,126610,105526,6-4 7-5,3,30,1275,38,1170
4,20190610,200000,104460,7-6(3) 6-7(2) 7-6(2),3,21,1462,170,313
4,20190610,105683,105916,6-4 6-4,3,18,1960,52,930
4,20190610,105526,106298,6-4 6-4,3,38,1170,26,1340
4,20190610,126610,106045,6-3 6-3,3,30,1275,84,675
4,20190610,104460,100644,6-4 6-7(3) 6-3,3,170,313,5,4360
4,20190610,200000,104468,7-5 6-4,3,21,1462,37,1190
4,20190610,105916,105932,6-7(4) 6-2 7-5,3,52,930,17,1970
4,20190610,105683,104542,6-4 6-7(5) 7-6(1),3,18,1960,79,715
4,20190610,105526,200175,6-2 6-2,3,38,1170,83,684
4,20190610,106298,106421,7-6(6) 4-6 6-2,3,26,1340,13,2625
4,20190610,106045,104792,7-5 6-7(3) 7-6(3),3,84,675,16,2055
4,20190610,126610,111575,6-4 6-2,3,30,1275,9,2980
4,20190610,104460,105357,6-4 7-6(3),3,170,313,56,875
4,20190610,104468,105376,4-6 6-2 6-3,3,37,1190,120,465
4,20190610,200000,105208,7-5 6-3,3,21,1462,90,627
4,20190610,105916,144719,7-6(5) 6-4,3,52,930,74,735
4,20190610,104542,104999,6-3 6-0,3,79,715,114,490
4,20190610,105683,200615,6-7(6) 6-4 7-6(4),3,18,1960,103,558
4,20190610,105526,133430,7-5 6-4,3,38,1170,25,1390
4,20190610,200175,104259,4-6 7-5 6-3,3,83,684,51,930
4,20190610,106298,103852,6-3 3-6 7-6(7),3,26,1340,108,540
4,20190610,104792,105449,7-5 5-7 7-6(6),3,16,2055,78,725
4,20190610,106045,105634,6-3 6-2,3,84,675,205,259
4,20190610,126610,106401,6-3 6-4,3,30,1275,36,1225
4,20190617,103819,105676,7-6(2) 6-1,3,3,6420,33,1255
4,20190617,103819,105732,6-3 6-3,3,3,6420,43,1008
4,20190617,105676,126610,7-6(4) 6-3,3,33,1255,22,1505
4,20190617,103819,105138,6-3 4-6 6-4,3,3,6420,20,1690
4,20190617,105732,106432,7-5 0-0 RET,3,43,1008,14,2615
4,20190617,126610,111575,6-2 7-6(4),3,22,1505,9,2980
4,20190617,105676,100644,3-6 6-1 7-6(3),3,33,1255,5,4360
4,20190617,103819,104542,7-6(5) 4-6 7-5,3,3,6420,77,725
4,20190617,105138,104755,6-1 6-4,3,20,1690,54,920
4,20190617,106432,105311,7-6(4) 5-7 7-6(4),3,14,2615,71,750
4,20190617,105732,104660,2-6 7-6(2) 6-4,3,43,1008,123,461
4,20190617,126610,104312,4-6 6-3 6-2,3,22,1505,69,770
4,20190617,111575,105526,6-3 3-6 6-4,3,9,2980,35,1240
4,20190617,105676,105430,4-6 6-4 6-3,3,33,1255,41,1101
4,20190617,100644,105449,6-3 7-5,3,5,4360,76,725
4,20190617,103819,105357,7-6(1) 6-3,3,3,6420,57,875
4,20190617,104542,105332,6-4 7-5,3,77,725,28,1303
4,20190617,104755,105376,6-3 6-4,3,54,920,121,465
4,20190617,105138,126203,7-6(10) 6-0,3,20,1690,42,1090
4,20190617,106432,144719,7-6(2) 6-3,3,14,2615,88,630
4,20190617,105311,128034,7-6(3) 6-1,3,71,750,53,923
4,20190617,104660,200484,3-6 7-6(6) 6-2,3,123,461,152,370
4,20190617,105732,104792,7-6(6) 6-4,3,43,1008,16,2055
4,20190617,126610,105932,6-4 6-4,3,22,1505,17,1970
4,20190617,104312,121531,6-4 7-6(4),3,69,770,223,222
4,20190617,105526,111513,6-4 6-4,3,35,1240,27,1329
4,20190617,111575,200175,7-6(5) 6-4,3,9,2980,82,671
4,20190617,105676,105550,6-1 6-1,3,33,1255,24,1430
4,20190617,105430,105051,5-7 6-1 6-4,3,41,1101,80,696
4,20190617,105449,104259,6-3 6-3,3,76,725,50,930
4,20190617,100644,104898,6-4 7-5,3,5,4360,66,781
4,20190617,103852,104468,6-2 6-7(4) 7-6(2),3,113,507,38,1190
4,20190617,103852,200000,6-7(3) 6-3 6-4,3,113,507,21,1522
4,20190617,104468,106421,6-7(4) 6-4 6-3,3,38,1190,13,2625
4,20190617,200000,126774,7-5 6-2,3,21,1522,6,4215
4,20190617,103852,105683,4-6 6-4 7-6(5),3,113,507,18,1900
4,20190617,106421,106043,6-2 6-2,3,13,2625,23,1440
4,20190617,104468,103917,7-6(5) 5-7 7-6(3),3,38,1190,191,272
4,20190617,126774,104871,4-6 7-6(0) 7-6(4),3,6,4215,65,810
4,20190617,200000,106401,6-7(4) 7-6(3) 7-5,3,21,1522,39,1180
4,20190617,103852,105223,W/O,3,113,507,12,2695
4,20190617,105683,105379,6-3 7-6(3),3,18,1900,92,595
4,20190617,106043,105227,6-4 6-4,3,23,1440,15,2395
4,20190617,106421,106298,7-6(9) 6-7(5) 6-4,3,13,2625,29,1295
4,20190617,103917,104527,3-6 7-5 7-6(2),3,191,272,19,1715
4,20190617,104468,104731,6-1 4-6 6-4,3,38,1190,8,3565
4,20190617,126774,106378,6-3 7-5,3,6,4215,30,1280
4,20190617,104871,105062,6-1 6-3,3,65,810,47,955
4,20190617,106401,106148,7-6(4) 6-3,3,39,1180,72,742
4,20190617,200000,105777,6-4 6-4,3,21,1522,45,997
